Product,Strength
Areta,20 mg film - coated  tablets
Areta  ACE,10 mg/10 mg film - coated  tablets
Areta  ACE,20 mg/10 mg film - coated  tablets
Argosulfan,20 mg/g cream
Aricept,5 mg film-coated tablets
Aricept,10 mg film-coated  tablets
Aricogan,15 mg tablets
Arilin,500 mg film - coated  tablets
Arilin Kombipack,250 mg film - coated  tablets + 100 mg pessaries
Arilin  Rapid,1000 mg pessaries
Arimidex,1 mg film - coated  tablets
Aripezil,tabl. 10 mg x 30
Aripezil,tabl. 5 mg x 30
Aripezile,5 mg film- coated  tablets
Aripezile,10 mg film - coated  tablets
Aripicon,15  mg tablets
Aripipa,15 mg tablets
Aripiprazole  Accord Healthcare,15 mg orodispersible  tablets
Aripiprazole  Accord Healthcare,16 mg tablets
Aripiprazole  Accord Healthcare,1 mg/ml oral solution
Aripiprazole  Alvogen,10 mg tablets
Aripiprazole  Alvogen,15 mg tablets
Aripiprazole  Alvogen,5 mg tablets
Aripiprazole  Aurobindo,15 mg tablets
Aripiprazole  TEVA,15  mg tablets
Arisppa,20 mg tablets
Arisppa,5 mg tablets
Arisppa,10 mg tablets
Arisppa,15 mg tablets
Arisppa,30 mg tablets
Aritavi,"30 mg gastro - resistant  capsules, hard"
Aritavi,"60 mg gastro - resistant  capsules, hard"
Arlevert,20 mg/40 mg tablets
Armoneve,"2,5 mg/1,25 mg prolonged  - release tablets"
Armoneve,"15 mg/7,5 mg prolonged -  release tablets"
Armoneve,30 mg/15 mg prolonged -  release tablets
Armoneve,"5 mg/2,5 mg prolonged -  release tablets"
Armoneve,10 mg/5 mg prolonged -  release tablets
Armoneve,20 mg/10 mg prolonged -  release tablets
Armoneve,40 mg/20 mg prolonged -  release tablets
Armotraz,1 mg film - coated  tablets
Arnica - Heel,"oral drops, solution"
Arnigel,7 % gel
Arnikamed Dolor,gel
Aroba,100 mg tablets
Aromasin,25 mg coated tablets
Arplexam,"2,5 mg/0,625 mg/5 mg  film - coated tablets"
Arplexam,"5 mg/1,25 mg/5 mg film -  coated tablets"
Arplexam,"10 mg/2,5 mg/10 mg film  - coated tablets"
Arplexam,"10 mg/2,5 mg/5 mg film -  coated tablets"
Arplexam,"5 mg/1,25 mg/10 mg film  - coated tablets"
Arquist,125 micrograms per  actuation pressurised inhalation suspension
Arquist,250 micrograms per  actuation pressurised inhalation suspension
Artaxin,625 mg hard capsules
Artelac,"3,2 mg/ml eye drops,  solution"
Articaine  hydrochloride and Adrenaline OSP,"40 mg/ml + 0,01 mg/ml  solution for injection"
Articaine  hydrochloride and Adrenaline OSP,"40 mg/ml + 0,005 mg/ml  solution for injection"
Artiss,"solutions for sealant,  deep frozen"
Artizia,"0,075 mg/0,020 mg coated  tablets"
Artron A,1500 mg powder for oral  solution in sachet
Arulatan,"50 micrograms/ml eye  drops, solution"
Arutimol,"drops eye 0,5% - 5 ml"
ASA  Krka,75 mg gastro - resistant  tablets
ASA  Krka,100 mg gastro -  resistant tablets
ASA  Krka,160 mg gastro -  resistant tablets
Asbima,5 mg/80 mg film - coated  tablets
Asbima,5 mg/160 mg film - coated  tablets
Asbima,10 mg/160 mg film -  coated tablets
Asentra,50 mg film - coated tablets
Asentra,100 mg film - coated tablets
Asicor,1 mg/ml concentrate for  solution for infusion
Asolfena,5 mg film - coated  tablets
Asolfena,10 mg film - coated  tablets
Aspendos,100 mg tablets
Aspetax  Adipharm,500 mg tablets
Aspetax  Adipharm,300 mg film - coated  tablets
Aspetax  Protect Adipbarm,75 mg gastro - resistant  tablets
Aspetax  Protect Adipharm,100 mg tablets
Aspetax  Protect Adipharm,100 mg gastro -  resistant tablets
Aspetin  Adipharm,tabl. 300 mg x 50; x 100
Aspetin  Adipharm,tabl. 500 mg x 20; x 100
Aspetin  Protect Adipharm,100 mg tablets
Aspirin,500 mg tablets
Aspirin  C,eff. tabl. 400 mg
Aspirin  C,400 mg/240 mg effervescent  tablets
Aspirin  C Forte,800 mg/480 mg  effervescent tablets
Aspirin  Complex,500 mg/30 mg granules  for oral suspension
Aspirin  Complex Hotdrink,500 mg/30 mg granules  for oral suspension
Aspirin  Protect,100 mg gastro - resistant  tablets
Aspirin  Ultra,500 mg coated tablets
Asprevent,4 mg chewable tablets
Asprevent,5 mg chewable tablets
Astator,30 mg film - coated  tablets
Astator,60 mg film - coated  tablets
Astator,80 mg film - coated  tablets
Atacand,32 mg tablets
Atacand,8  mg tablets
Atacand,16  mg tablets
Atarax,25 mg film - coated  tablets
Atazanavir  Accord,150 mg hard capsules
ATB  Advance PTA Dilatation Catheter,dilatation catheter
Atenolol  - Tchaikapharma,50 mg tablets
Atenolol  Actavis,25 mg film - coated  tablets
Atenolol  Actavis,50 mg film - coated  tablets
Atenolol Sopharma,25 mg film - coated  tablets
Atenolol Sopharma,50 mg film - coated  tablets
Aterostad,5 mg film - coated  tablets
Aterostad,10 mg film - coated  tablets
Aterostad,20 mg film - coated  tablets
Atimos,"12 micrograms /dose  pressurised inhalation, solution"
Atinepte,"12,5 mg film - coated  tablets"
Atioprin,50 mg film - coated  tablets
Atofab,10 mg hard capsules
Atofab,25 mg hard capsules
Atofab,40 mg hard capsules
Atofab,60 mg hard capsules
Atominex,100 mg hard capsules
Atominex,18 mg hard capsules
Atominex,25 mg hard capsules
Atominex,40 mg hard capsules
Atominex,80 mg hard capsules
Atomoxetine  Actavis,60 mg hard capsules
Atomoxetine Actavis,10 mg hard capsules
Atomoxetine Actavis,100 mg hard capsules
Atomoxetine Actavis,18 mg hard capsules
Atomoxetine Actavis,25 mg hard capsules
Atomoxetine Actavis,40 mg hard capsules
Atomoxetine Actavis,80 mg hard capsules
Atordapin,10 mg/10 mg film - coated  tablets
Atordapin,5 mg/10 mg film - coated  tablets
Atorgamma,10 mg film - coated tablets
Atorgamma,20 mg film - coated tablets
Atorgamma,40 mg film - coated tablets
Atorgen,40 mg film - coated  tablets
Atorgen,80 mg film - coated  tablets
Atorgen,10 mg film - coated  tablets
Atorgen,20 mg film - coated  tablets
Atoris,30 mg film - coated  tablets
Atoris,60 mg film - coated  tablets
Atoris,80 mg film - coated  tablets
Atoris,40 mg film - coated  tablets
Atoris,10 mg film - coated  tablets
Atoris,20 mg film - coated  tablets
Atorva,40 mg film - coated  tablets
Atorva,80 mg film - coated  tablets
Atorva,20 mg film - coated  tablets
Atorva,10 mg film - coated  tablets
Atorvastatin  - Billev,40 mg film - coated tablets
Atorvastatin  - Generocon,10 mg; 20 mg; 40 mg; 80  mg;film - coated tablets
Atorvastatin AL,10 mg film - coated  tablets
Atorvastatin AL,20 mg film - coated  tablets
Atorvastatin  Aurobindo,10 mg film - coated  tablets
Atorvastatin  Aurobindo,20 mg film - coated  tablets
Atorvastatin  Aurobindo,40 mg film - coated  tablets
Atorvastatin  Billev,10 mg film - coated  tablets
Atorvastatin  Billev,20 mg film - coated  tablets
Atorvastatin  Billev,40 mg film - coated  tablets
Atorvastatin  Ecopharm,20 mg film - coated tablets
Atorvastatin  Ecopharm,10 mg film - coated tablets
Atorvastatin  Genericon,10 mg film - coated  tablets
Atorvastatin  Genericon,20 mg film - coated  tablets
Atorvastatin Genericon,80 mg film - coated  tablets
Atorvastatin  Pfizer,10 mg film - coated  tablets
Atorvastatin  Pfizer,20 mg film - coated  tablets
Atorvastatin  Pfizer,40 mg film - coated  tablets
Atorvastatin  Pfizer,80 mg film - coated  tablets
Atorvin,80 mg film - coated  tablets
Atorvin,10 mg film - coated  tablets
Atorvin,20 mg film - coated  tablets
Atorvin,40 mg film - coated  tablets
Atorvistat,10 mg film - coated  tablets
Atorvistat  K,10 mg film - coated  tablets
Atorvistat  K,20 mg film - coated  tablets
Atorvistat K,40 mg film - coated  tablets
Atorvistat K,80 mg film - coated  tablets
Atozet,10 mg/10 mg film -  coated tablets
Atozet,10 mg/20 mg film -  coated tablets
Atozet,10 mg/40 mg film -  coated tablets
Atozet,10 mg/80 mg film -  coated tablets
Atracurium  Kalceks,10 mg/ml solution for  injection/infusion
Atropin  Vision,"10 mg/ml eye drops,  solution"
Atropine  Sopharma,sol. inj. 1 mg/ml - 1 ml  x 10; x 100
Atrovent  N,"21 microgams pressurized  inhalation, solution"
Augmentin,400 mg/57mg/5ml powder  for oral suspension
Augmentin,"125 mg/31,25 mg/5 ml  powder for oral suspension"
Augmentin,"250 mg/62,5 mg/5 ml  powder for oral suspension"
Augmentin,500 mg/125 mg film -  coated tablets
Augmentin,875 mg/125 mg film -  coated tablets
Augmentin,250 mg/125 mg film -  coated tablets
Augmentin  ES,"600 mg/42,9 mg/5 ml  powder for oral suspension"
Augmentin  SR,"1000 mg/62,5 mg  prolonged - release tablets"
Aulin,100 mg tablets
Aulin,3% w/w gel
Aulin,100 mg granules for oral  suspension
Auronal,tabl. prolong. 10 mg x  30
Auronal,"tabl. prolong. 2,5 mg x  30"
Auronal,tabl. prolong. 5 mg x 30
Auronal,10 mg film - coated  tablets
Auronal,"2,5 mg film - coated  tablets"
Auronal,5 mg film - coated  tablets
Aurorix,150 mg film - coated  tablets
Auxilen,50 mg/2 ml solution for  injection/infusion
Avanor,40 mg film - coated  tablets
Avanor,80 mg film - coated  tablets
Avanor,10 mg film - coated  tablets
Avanor,20 mg film - coated  tablets
Avanor  Plus,10 mg/10 mg film -  coated tablets
Avanor  Plus,5 mg/10 mg film - coated  tablets
Avanorn,20 mg film - coated  tablets
Avaxim,80 U pediatric  suspension for injection
Avaxim,"160 U  Pediatric 0,5 ml  susp. for injec"
Avaxim  160 U,160 U adult suspension  for injection
Avaxim 160 U adult,"0,5 ml suspension for  injection"
Avaxim 80 U Pediatric,"0,5 ml suspension for  injection"
Avelox,400 mg/250 ml solution  for infusion
Avelox,400 mg film - coated  tablets
Avernol,tabl. 25 mg x 30
Avernol,"tabl. 6,25 mg x 30"
Avodart,"0,5 mg capsules, soft"
Axalanz,"0.088 mg, 0.18 mg, 0.35  mg, 0.7 mg, 1.1 mg tablets"
Axanum,81 mg/20 mg hard  capsules
Axetine,250 mg film - coated  tablets
Axetine,500 mg film - coated  tablets
Axetine,"1,5 g powder for  solution for injection"
Axetine,750 mg powder for  solution for injection/infusion
Axid,25 mg/ml concentrate for  solution for infusion
Axympa,180 mg gastro -  resistant tablets
Axympa,360 mg gastro -  resistant tablets
Azacitidine  Sandoz,25 mg/ml powder for  suspension for injection
Azalia,75 micrograms  film-coated tablets
Azalonum,20 mg/40 mg tablets
Azathioprine  Teva,50 mg tablets
Azatril,"250 mg capsules, hard"
Azatril,100 mg/5ml powder for  oral suspension
Azatril,200 mg/5ml powder for  oral suspension
Azatril,500 mg film - coated  tablets
Azax,500 mg film - coated  tablets
Azecort,"137 micrograms/50  micrograms per actuation nasal spray, suspension"
Azibiot,500 mg film - coated  tablets
Azibiot,20 mg/ml powder for oral  suspension
Azibiot,40 mg/ml powder for oral  suspension
Azibiot,250 mg film - coated  tablets
Azimed,600 mg film-coated  tablets
Azimed,500 mg film-coated  tablets
Azimed,250 mg film-coated  tablets
Azimed,200 mg/5 ml powder for  oral susp.
Azithromycin  ABR,"500 mg capsules, hard"
Azithromycin  Chemax Pharma,100 mg/5 ml powder for  oral suspension
Azithromycin  Chemax Pharma,200 mg/5 ml powder for  oral suspension
Azithromycin  Rompharm,500 mg powder for  solutin for infusion
AzitroFort,"500 mg capsules, hard"
Azitrox,500 mg film - coated tablets
Azitrox,250 mg film - coated tablets
Azitrox,200 mg/5 ml powder for  oral suspension
Azlocillin  Actavis,1 g powder for solution for injection
Azlocillin  Actavis,2 g powder for solution for injection
Azosin,10 mg prolong tabl
Azpizal,325 mg film- coated  tablets
Azurvig,25 mg/ml oral suspension
Azyter,"15 mg/g eye drops,  solution in single - dose container"
,
"Одобрени КХП на лекарствени продукти, разрешени за употреба в Р.  България",
,
търговско  наименование:,описание:
,
B  12 Ankermann 1 000 mcg,sol. inj. 1 000 mcg/ml -  1 ml x 5; x 10; 5 ml x 1
B  12 Ankermann 100 mcg,sol. inj. 100 mcg/ml - 5  ml x 1
Baclofen,tabl. 10 mg x 50
Baclofen,tabl. 25 mg x 50
Baclofen  - Pharmadvice,10 mg tablets
Baclofen  - Pharmadvice,25 mg tablets
Baclofen  - Polpharma,10 mg tablets
Baclofen  - Polpharma,25 mg tablets
Bacteripime,1 g powder for solution  for njection/infusion
Bactroban,cream ? 10 g; ? 15 g; ?  30 g
Bactroban,2 % ointment
Bactroban,2% nasal ointment
Balcoga,20 mg film - coated  tablets
Baneocin,5000IU /250IU /g  ointment
Baneocin,250 IU/ 5000 IU/g  cutaneous powder
Batrafen,cream 1% - 20 g
Batrafen,sol. 1% - 20 ml
Batrafen,80 mg/g medicated nail  lacquer
Batrafen  Nail Lacquer,lacq. 8% - 3 g
Batrafen  Vaginal Cream,cream 10 mg/g x 30 g
Baxogar,150 mg film - coated  tablets
Baymycard  RR,tabl. film ? 10 mg; ? 20  mg; ? 30 mg; ? 40 mg
"BCG  Vaccine, Freeze-dried","0,05 mg/ dose powder and  solvent for suspension for injection"
"BCG  Vaccine, Freeze-dried",powd.  inj. 10 doses amp. + solv. 1 ml amp. x 20 - 200 doses
"BCG  Vaccine, Freeze-dried",powd. inj. 20 doses amp.  + solv. 2 ml amp. x 20 - 400 doses
Bebogel,gel ? 15 g
Beclazone  100 mcg Easi-Breathe,susp. inh. pres. 100  mcg/dose - 200 doses
Beclazone  250 mcg,susp. inh. pres. 250  mcg/dose - 200 doses
Becloforte,sol. inh. pres. 250  mcg/m x 200 doses
Beconase,spray nas. 50 mcg/100 mg  - 200 doses
Becotide,sol. inh. pres. x 200  doses
Befron,100 mg/5 ml oral  suspension
Beklomil,"100 micrograms/actuation  nasal spray, suspension"
Bekunis  Herbal Tablets,tabl. gastro-res. x 30
Bekunis  Herbal Tea,herbal tea
Bekunis  Instant Tea,instant tea
Belara,"21+7 0,03 mg/2 mg  film-coated tablets"
Belkyra,10 mg/ml solution for  injection
Belladonna-Homaccord,oral drops sol - 30 ml
Bellergamin,tabl. coat. x 20
Bellergamin,"0,1 mg/0,3 mg/20 mg  coated tablets"
Belomycine  Teva,15 000 IU powder for  solution for injection
Belusha,"3 mg/0,02 mg film -  coated tablets"
Ben  - Gay Pain Relieving Rub,oint - 35 g
Ben  - Gay Sports Balm,cream - 35 g
Benalgin,"500 mg/50 mg/38,75 mg tablets"
Benalgin Rapid,"500 mg/50 mg/37,61 mg  powder for oral solution"
Benazepril  HCT ESP Pharma,"tabl. 10 mg/12,5 mg x  10; x 20; x 30"
Benazepril  HCT ESP Pharma,"tabl. 20 mg/12,5 mg x  10; x 20; x 30"
Benazepril  HCT ESP Pharma,tabl. film 20 mg/25 mg x  10; x 20; x 30
Bendafolin,10 mg/ml solution for  injection
Bendamustine  Accord,"2,5 mg/ml powder for  concetrate for solution for infusion"
Bendamustine  Actavis,"2,5 mg/ml powder for  concetrate for solution fo infusion"
Bendamustine  Helm,"2,5 mg/ml powder for  concentrate for solution for infusion"
Bendamustine  Mylan,"2,5 mg/ml powder for  concentrate for solution for infusion"
Bendamustine  Sandoz,"2,5 mg/ ml powder for  concetrate for solution for infusion"
Bendinfus,"2,5 mg/ml powder for  concentrate for solution for infusion"
Beneurax,"40 mg / 90 mg / 0,25 mg  film-coated tablets"
Benfogamma,50 mg coated tablets
Benfoneurovit,"40 mg/90 mg/0,25 mg film  - coated tablets"
Benfotiamine Renantos,300 mg film - coated  tablets
Bengay,150 mg/100 mg/g ointment
Benlek,"500 mg/38,75 mg/50 mg  tabkets"
Benlek,"500 mg/50 mg/37,61 mg  powder for oral solution"
Benmak,"2,5 mg/ml powder for  concentrate for solution for infusion"
Benosen  Balance,"112,5 mg/125,0 mg/80,0  mg coated tablets"
Benoxi Unimed Pharma,"4 mg/ml eye drops,  solution"
Berberis-Homaccord,"oral drops, solution"
Berdual,sol. inh. x 20 ml
Beriate,1000 IU powder and  solvent for solution for injection or infusion
Beriate,500 IU powder and  solvent for solution for injection or infusion
Beriate,250 IU powder and  solvent for solution for injection or infusion
Beriate,2000 IU powder and  solvent for injection or infusion
Berinert  1500,1500 IU powder and  solvent for solution for injection or infusion
Berinert  2000,2000 IU powder and  solvent for solution for injection
Berinert  3000,3000 IU powder and  solvent for solution for injection
Berinert  500,500 IU powder and  solvent for solution for infusion
Beriplex  P/N 1000,1000 IU powder and  solvent for solution for injection
Beriplex  P/N 500,500 IU powder and  solvent for solution for injection
Berlicetin  Ohrentropfen,drops ear - 10 ml
Berlipril,10 mg tablets
Berlipril,20 mg tablets
Berlipril,5 mg tablets
Berocca  Orange,tabl. eff. x 10; x 15; x  20; x 30; x 45
Berotec  UDV,"sol. inh. 0,5 mg/2 ml;  1,25/2 ml"
Bestaren,25 mg film - coated  tablets
Betablockade,100 mg prolonged -  release tablets
Betablockade,50 mg prolonged -  release tablets
Betac,20 mg film - coated  tablets
Betaderm,"0,5 mg/g + 1 mg/g cream"
Betaderm,"0,5 mg/g + 1 mg/g  ointment"
Betaderm  A,"0,5 mg/g + 30 mg/g  ointment"
Betadine,oint. ? 20 g
Betadine,200 mg pessaries
Betafuzin,20 mg/g +1 mg/g cream
Betagen,tabl. 16 mg x 30; x 100
Betagen,tabl. 8 mg x 30; x 100
Betahistine  Aurobindo,16 mg tablets
Betahistine  Aurobindo,24 mg tablets
Betahistine  Aurobindo,8 mg tablets
Betahistine  Dihydrochloride Accord,24  mg tablets
Betahistine  Merck,tabl. 8 mg x 30; x 100
Betahistine-Vitania,"16 mg, 24 mg tablets"
Betaklav,500 mg/125 mg film - coated  tablets
Betaklav,875 mg/125 mg film - coated  tablets
Betaklav,400 mg/57 mg/5 ml powder  for oral suspension
Betaloc  ZOK,100 mg prolonged - release  tablets
Betaloc  ZOK,50 mg prolonged - release  tablets
"Betamann  0,1%",drops eyes ? 5 ml
"Betamann  0,3%",drops eyes ? 5 ml
Betanase,tabl. 5 mg
Betapres,"10 mg/75 mg capsules, hard"
Betapres,"5 mg/75 mg capsules,  hard"
Betaserc,16 mg tablets
Betaserc,24 mg tablets
Betaserc,24 mg orodispersible tablets
Betastad,8  mg tablets
Betastad,16  mg tablets
Betastad,24  mg tablets
Betazon,1 mg/g cream
Betazon,1 mg/g ointment
Betazongent,1 mg/ml ointment
Betazongent,1 mg/ml cream
BetazonGent,1 mg/g +1 mg/g cream
BetazonGent,1 mg/g +1 mg/g ointment
Betazontab,"0,5 mg tablets"
BetazonTrio,"0, 500 mg/g + 10 mg/g +  1 mg/g cream"
Betazontrio,"0,5 mg/g + 10 mg/g + 1  mg/g ointment"
Betnovate,"0,1% ointment"
Betnovate,"0,1% cream"
Betnovate  - C,"0,1%/3% cream"
Betnovate  - C,"0,1%/3% ointment"
Betnovate  C,cream - 15 g
"Betnovate  C 0,1 %",oint - 15 g
Betoptic  S,"0,25% eye drops,  suspension"
Bevacomb,10 mg/160 mg film -  coated tablets
Bevacomb,5 mg/160 mg film -  coated tablets
Bevit  Forte,100 mg/100 mg/1 mg - 2  ml solution for injection
Bevit Forte,100 mg/ 200  mg/200 micrograms film - coated tablets
Bewim,10 mg film - coated tablets
Bexon,50 mg/50 mg/500  micrograms/ml solution for injection
Bezaleria,5 mg film - coated  tablets
Bi  - Profenid,150 mg modified -  release tablets
Bi-  Rovamet,1500 000 IU/ 250 mg film  - coated tablets
Biafine,emul. cut. - 50 g; 93 g;  186 g
Bibloc,"flim coated tabl. 12,25 mg"
Bibloc,5 mg film - coated  tablets
Bibloc,"1,25 mg film - coated  tablets"
Bibloc,10 mg film - coated  tablets
Bibloc,"2,5 mg film - coated  tablets"
Bibloc  H,"5 mg/12,5 mg film - coated  tablets"
Bicacon,50 mg film - coated  tablets
Bicalan,tabl. film 150 mg x 5; x  7; x 10; x 14; x 20; x 28; x 30; x 40; x 50; x 56; x 80; x 84; x 90; x 98; x  100; x 140; x 200; x 280
Bicalan,tabl. film 50 mg x 5; x  7; x 10; x 14; x 20; x 28; x 30; x 40; x 50; x 56; x 80; x 84; x 90; x 98; x  100; x 140; x 200; x 280
Bicalodex,50 mg film - coated  tablets
Bicalutamide  Accord,50 mg film - coated  tablets
Bicalutamide  Actavis,150 mg film - coated  tablets
Bicalutamide  Actavis,50 mg film - coated  tablets
Bicalutamide  Kabi,150 mg film - coated  tablets
Bicalutamide Kabi,50 mg film - coated  tablets
Bicarbon,mechanical bileaflet  heart valve
Bicatlon,50 mg film - coated  tablets
BiCNU,100 mg powder and  solvent for solution for infusion
Bicromat,drops eye 2% - 10 ml
Bicusan,150 mg film - coated tablets
Bicusan,50 mg film - coated  tablets
Biflox,"20 mg capsules, hard"
Bifodron,5 mg film - coated  tablets
Bifodron,35 mg film - coated  tablets
Bifonazol  ABR,10 mg/g cream
Bifonazol-SL,cream 10 mg/g - 15 g; 20  g; 30 g
Bifonazol-SL,shamp. 10 mg/g - 60 g;  100 g; 150 g; 200 g
Bifunal,10 mg/g cream
Bilamcar,8 mg/5 mg hard capsules
Bilamcar,16 mg/5 mg hard capsules
Bilamcar,8 mg/10 mg hard capsules
Bilamcar,16 mg/10 mg hard  capsules
Bilobil,"40 mg capsules, hard"
Bilobil  forte,"80 mg capsules, hard"
Bilobil  Intens,"120 mg capsules, hard"
Bimagan,"0,1 mg/ml eye drops,  solution"
Bimasopt,"0,3 mg/ml + 5 mg/ml eye  drops, solution"
Bimatoprost  Sandoz,"0,1 mg/ml eye drops,  solution"
Bimatoprost  Tiefenbacher,"0,3 mg/ml eye drops,  solution"
Bimatoprost/Timolol Rompharm,"0,3 mg/ml + 5 mg/ml eye  drops, solution"
Bimatoprost+Timolol  PharmaSwiss,"0,3 mg/ml + 5 mg/ml eye  drops, solution"
Bimatoprost+Timolol  Sandoz,"0,3 mg/ml + 5 mg/ml eye  drops, solution"
