Product,Strength
Arcoxia,"12,5 mg film - coated  tablets"
Arcoxia,10 mg film - coated  tablets
Arduan  4,20 mg film - coated  tablets
Areston  instant,10 mg/10 mg film - coated  tablets
Areta,20 mg/10 mg film - coated  tablets
Areta,20 mg/g cream
Areta  ACE,5 mg film-coated tablets
Areta  ACE,10 mg film-coated  tablets
Argosulfan,15 mg tablets
Aricept,500 mg film - coated  tablets
Aricept,250 mg film - coated  tablets + 100 mg pessaries
Aricogan,1000 mg pessaries
Arilin,1 mg film - coated  tablets
Arilin Kombipack,tabl. 10 mg x 30
Arilin  Rapid,tabl. 5 mg x 30
Arimidex,5 mg film- coated  tablets
Aripezil,10 mg film - coated  tablets
Aripezil,15  mg tablets
Aripezile,15 mg tablets
Aripezile,15 mg orodispersible  tablets
Aripicon,16 mg tablets
Aripipa,1 mg/ml oral solution
Aripiprazole  Accord Healthcare,10 mg tablets
Aripiprazole  Accord Healthcare,15 mg tablets
Aripiprazole  Accord Healthcare,5 mg tablets
Aripiprazole  Alvogen,15 mg tablets
Aripiprazole  Alvogen,15  mg tablets
Aripiprazole  Alvogen,20 mg tablets
Aripiprazole  Aurobindo,5 mg tablets
Aripiprazole  TEVA,10 mg tablets
Arisppa,15 mg tablets
Arisppa,30 mg tablets
Arisppa,"30 mg gastro - resistant  capsules, hard"
Arisppa,"60 mg gastro - resistant  capsules, hard"
Arisppa,20 mg/40 mg tablets
Aritavi,"2,5 mg/1,25 mg prolonged  - release tablets"
Aritavi,"15 mg/7,5 mg prolonged -  release tablets"
Arlevert,30 mg/15 mg prolonged -  release tablets
Armoneve,"5 mg/2,5 mg prolonged -  release tablets"
Armoneve,10 mg/5 mg prolonged -  release tablets
Armoneve,20 mg/10 mg prolonged -  release tablets
Armoneve,40 mg/20 mg prolonged -  release tablets
Armoneve,1 mg film - coated  tablets
Armoneve,"oral drops, solution"
Armoneve,7 % gel
Armotraz,gel
Arnica - Heel,100 mg tablets
Arnigel,25 mg coated tablets
Arnikamed Dolor,"2,5 mg/0,625 mg/5 mg  film - coated tablets"
Aroba,"5 mg/1,25 mg/5 mg film -  coated tablets"
Aromasin,"10 mg/2,5 mg/10 mg film  - coated tablets"
Arplexam,"10 mg/2,5 mg/5 mg film -  coated tablets"
Arplexam,"5 mg/1,25 mg/10 mg film  - coated tablets"
Arplexam,125 micrograms per  actuation pressurised inhalation suspension
Arplexam,250 micrograms per  actuation pressurised inhalation suspension
Arplexam,625 mg hard capsules
Arquist,"3,2 mg/ml eye drops,  solution"
Arquist,"40 mg/ml + 0,01 mg/ml  solution for injection"
Artaxin,"40 mg/ml + 0,005 mg/ml  solution for injection"
Artelac,"solutions for sealant,  deep frozen"
Articaine  hydrochloride and Adrenaline OSP,"0,075 mg/0,020 mg coated  tablets"
Articaine  hydrochloride and Adrenaline OSP,1500 mg powder for oral  solution in sachet
Artiss,"50 micrograms/ml eye  drops, solution"
Artizia,"drops eye 0,5% - 5 ml"
Artron A,75 mg gastro - resistant  tablets
Arulatan,100 mg gastro -  resistant tablets
Arutimol,160 mg gastro -  resistant tablets
ASA  Krka,5 mg/80 mg film - coated  tablets
ASA  Krka,5 mg/160 mg film - coated  tablets
ASA  Krka,10 mg/160 mg film -  coated tablets
Asbima,50 mg film - coated tablets
Asbima,100 mg film - coated tablets
Asbima,1 mg/ml concentrate for  solution for infusion
Asentra,5 mg film - coated  tablets
Asentra,10 mg film - coated  tablets
Asicor,100 mg tablets
Asolfena,500 mg tablets
Asolfena,300 mg film - coated  tablets
Aspendos,75 mg gastro - resistant  tablets
Aspetax  Adipharm,100 mg tablets
Aspetax  Adipharm,100 mg gastro -  resistant tablets
Aspetax  Protect Adipbarm,tabl. 300 mg x 50; x 100
Aspetax  Protect Adipharm,tabl. 500 mg x 20; x 100
Aspetax  Protect Adipharm,100 mg tablets
Aspetin  Adipharm,500 mg tablets
Aspetin  Adipharm,eff. tabl. 400 mg
Aspetin  Protect Adipharm,400 mg/240 mg effervescent  tablets
Aspirin,800 mg/480 mg  effervescent tablets
Aspirin  C,500 mg/30 mg granules  for oral suspension
Aspirin  C,500 mg/30 mg granules  for oral suspension
Aspirin  C Forte,100 mg gastro - resistant  tablets
Aspirin  Complex,500 mg coated tablets
Aspirin  Complex Hotdrink,4 mg chewable tablets
Aspirin  Protect,5 mg chewable tablets
Aspirin  Ultra,30 mg film - coated  tablets
Asprevent,60 mg film - coated  tablets
Asprevent,80 mg film - coated  tablets
Astator,32 mg tablets
Astator,8  mg tablets
Astator,16  mg tablets
Atacand,25 mg film - coated  tablets
Atacand,150 mg hard capsules
Atacand,dilatation catheter
Atarax,50 mg tablets
Atazanavir  Accord,25 mg film - coated  tablets
ATB  Advance PTA Dilatation Catheter,50 mg film - coated  tablets
Atenolol  - Tchaikapharma,25 mg film - coated  tablets
Atenolol  Actavis,50 mg film - coated  tablets
Atenolol  Actavis,5 mg film - coated  tablets
Atenolol Sopharma,10 mg film - coated  tablets
Atenolol Sopharma,20 mg film - coated  tablets
Aterostad,"12 micrograms /dose  pressurised inhalation, solution"
Aterostad,"12,5 mg film - coated  tablets"
Aterostad,50 mg film - coated  tablets
Atimos,10 mg hard capsules
Atinepte,25 mg hard capsules
Atioprin,40 mg hard capsules
Atofab,60 mg hard capsules
Atofab,100 mg hard capsules
Atofab,18 mg hard capsules
Atofab,25 mg hard capsules
Atominex,40 mg hard capsules
Atominex,80 mg hard capsules
Atominex,60 mg hard capsules
Atominex,10 mg hard capsules
Atominex,100 mg hard capsules
Atomoxetine  Actavis,18 mg hard capsules
Atomoxetine Actavis,25 mg hard capsules
Atomoxetine Actavis,40 mg hard capsules
Atomoxetine Actavis,80 mg hard capsules
Atomoxetine Actavis,10 mg/10 mg film - coated  tablets
Atomoxetine Actavis,5 mg/10 mg film - coated  tablets
Atomoxetine Actavis,10 mg film - coated tablets
Atordapin,20 mg film - coated tablets
Atordapin,40 mg film - coated tablets
Atorgamma,40 mg film - coated  tablets
Atorgamma,80 mg film - coated  tablets
Atorgamma,10 mg film - coated  tablets
Atorgen,20 mg film - coated  tablets
Atorgen,30 mg film - coated  tablets
Atorgen,60 mg film - coated  tablets
Atorgen,80 mg film - coated  tablets
Atoris,40 mg film - coated  tablets
Atoris,10 mg film - coated  tablets
Atoris,20 mg film - coated  tablets
Atoris,40 mg film - coated  tablets
Atoris,80 mg film - coated  tablets
Atoris,20 mg film - coated  tablets
Atorva,10 mg film - coated  tablets
Atorva,40 mg film - coated tablets
Atorva,10 mg; 20 mg; 40 mg; 80  mg;film - coated tablets
Atorva,10 mg film - coated  tablets
Atorvastatin  - Billev,20 mg film - coated  tablets
Atorvastatin  - Generocon,10 mg film - coated  tablets
Atorvastatin AL,20 mg film - coated  tablets
Atorvastatin AL,40 mg film - coated  tablets
Atorvastatin  Aurobindo,10 mg film - coated  tablets
Atorvastatin  Aurobindo,20 mg film - coated  tablets
Atorvastatin  Aurobindo,40 mg film - coated  tablets
Atorvastatin  Billev,10 mg film - coated tablets
Atorvastatin  Billev,20 mg film - coated tablets
Atorvastatin  Billev,10 mg film - coated  tablets
Atorvastatin  Ecopharm,20 mg film - coated  tablets
Atorvastatin  Ecopharm,80 mg film - coated  tablets
Atorvastatin  Genericon,10 mg film - coated  tablets
Atorvastatin  Genericon,20 mg film - coated  tablets
Atorvastatin Genericon,40 mg film - coated  tablets
Atorvastatin  Pfizer,80 mg film - coated  tablets
Atorvastatin  Pfizer,80 mg film - coated  tablets
Atorvastatin  Pfizer,10 mg film - coated  tablets
Atorvastatin  Pfizer,20 mg film - coated  tablets
Atorvin,40 mg film - coated  tablets
Atorvin,10 mg film - coated  tablets
Atorvin,10 mg film - coated  tablets
Atorvin,20 mg film - coated  tablets
Atorvistat,40 mg film - coated  tablets
Atorvistat  K,80 mg film - coated  tablets
Atorvistat  K,10 mg/10 mg film -  coated tablets
Atorvistat K,10 mg/20 mg film -  coated tablets
Atorvistat K,10 mg/40 mg film -  coated tablets
Atozet,10 mg/80 mg film -  coated tablets
Atozet,10 mg/ml solution for  injection/infusion
Atozet,"10 mg/ml eye drops,  solution"
Atozet,sol. inj. 1 mg/ml - 1 ml  x 10; x 100
Atracurium  Kalceks,"21 microgams pressurized  inhalation, solution"
Atropin  Vision,400 mg/57mg/5ml powder  for oral suspension
Atropine  Sopharma,"125 mg/31,25 mg/5 ml  powder for oral suspension"
Atrovent  N,"250 mg/62,5 mg/5 ml  powder for oral suspension"
Augmentin,500 mg/125 mg film -  coated tablets
Augmentin,875 mg/125 mg film -  coated tablets
Augmentin,250 mg/125 mg film -  coated tablets
Augmentin,"600 mg/42,9 mg/5 ml  powder for oral suspension"
Augmentin,"1000 mg/62,5 mg  prolonged - release tablets"
Augmentin,100 mg tablets
Augmentin  ES,3% w/w gel
Augmentin  SR,100 mg granules for oral  suspension
Aulin,tabl. prolong. 10 mg x  30
Aulin,"tabl. prolong. 2,5 mg x  30"
Aulin,tabl. prolong. 5 mg x 30
Auronal,10 mg film - coated  tablets
Auronal,"2,5 mg film - coated  tablets"
Auronal,5 mg film - coated  tablets
Auronal,150 mg film - coated  tablets
Auronal,50 mg/2 ml solution for  injection/infusion
Auronal,40 mg film - coated  tablets
Aurorix,80 mg film - coated  tablets
Auxilen,10 mg film - coated  tablets
Avanor,20 mg film - coated  tablets
Avanor,10 mg/10 mg film -  coated tablets
Avanor,5 mg/10 mg film - coated  tablets
Avanor,20 mg film - coated  tablets
Avanor  Plus,80 U pediatric  suspension for injection
Avanor  Plus,"160 U  Pediatric 0,5 ml  susp. for injec"
Avanorn,160 U adult suspension  for injection
Avaxim,"0,5 ml suspension for  injection"
Avaxim,"0,5 ml suspension for  injection"
Avaxim  160 U,400 mg/250 ml solution  for infusion
Avaxim 160 U adult,400 mg film - coated  tablets
Avaxim 80 U Pediatric,tabl. 25 mg x 30
Avelox,"tabl. 6,25 mg x 30"
Avelox,"0,5 mg capsules, soft"
Avernol,"0.088 mg, 0.18 mg, 0.35  mg, 0.7 mg, 1.1 mg tablets"
Avernol,81 mg/20 mg hard  capsules
Avodart,250 mg film - coated  tablets
Axalanz,500 mg film - coated  tablets
Axanum,"1,5 g powder for  solution for injection"
Axetine,750 mg powder for  solution for injection/infusion
Axetine,25 mg/ml concentrate for  solution for infusion
Axetine,180 mg gastro -  resistant tablets
Axetine,360 mg gastro -  resistant tablets
Axid,25 mg/ml powder for  suspension for injection
Axympa,75 micrograms  film-coated tablets
Axympa,20 mg/40 mg tablets
Azacitidine  Sandoz,50 mg tablets
Azalia,"250 mg capsules, hard"
Azalonum,100 mg/5ml powder for  oral suspension
Azathioprine  Teva,200 mg/5ml powder for  oral suspension
Azatril,500 mg film - coated  tablets
Azatril,500 mg film - coated  tablets
Azatril,"137 micrograms/50  micrograms per actuation nasal spray, suspension"
Azatril,500 mg film - coated  tablets
Azax,20 mg/ml powder for oral  suspension
Azecort,40 mg/ml powder for oral  suspension
Azibiot,250 mg film - coated  tablets
Azibiot,600 mg film-coated  tablets
Azibiot,500 mg film-coated  tablets
Azibiot,250 mg film-coated  tablets
Azimed,200 mg/5 ml powder for  oral susp.
Azimed,"500 mg capsules, hard"
Azimed,100 mg/5 ml powder for  oral suspension
Azimed,200 mg/5 ml powder for  oral suspension
Azithromycin  ABR,500 mg powder for  solutin for infusion
Azithromycin  Chemax Pharma,"500 mg capsules, hard"
Azithromycin  Chemax Pharma,500 mg film - coated tablets
Azithromycin  Rompharm,250 mg film - coated tablets
AzitroFort,200 mg/5 ml powder for  oral suspension
Azitrox,1 g powder for solution for injection
Azitrox,2 g powder for solution for injection
Azitrox,10 mg prolong tabl
Azlocillin  Actavis,325 mg film- coated  tablets
Azlocillin  Actavis,25 mg/ml oral suspension
Azosin,"15 mg/g eye drops,  solution in single - dose container"
Azpizal,
Azurvig,
Azyter,
,описание:
"Одобрени КХП на лекарствени продукти, разрешени за употреба в Р.  България",
,sol. inj. 1 000 mcg/ml -  1 ml x 5; x 10; 5 ml x 1
търговско  наименование:,sol. inj. 100 mcg/ml - 5  ml x 1
,tabl. 10 mg x 50
B  12 Ankermann 1 000 mcg,tabl. 25 mg x 50
B  12 Ankermann 100 mcg,10 mg tablets
Baclofen,25 mg tablets
Baclofen,10 mg tablets
Baclofen  - Pharmadvice,25 mg tablets
Baclofen  - Pharmadvice,1 g powder for solution  for njection/infusion
Baclofen  - Polpharma,cream ? 10 g; ? 15 g; ?  30 g
Baclofen  - Polpharma,2 % ointment
Bacteripime,2% nasal ointment
Bactroban,20 mg film - coated  tablets
Bactroban,5000IU /250IU /g  ointment
Bactroban,250 IU/ 5000 IU/g  cutaneous powder
Balcoga,cream 1% - 20 g
Baneocin,sol. 1% - 20 ml
Baneocin,80 mg/g medicated nail  lacquer
Batrafen,lacq. 8% - 3 g
Batrafen,cream 10 mg/g x 30 g
Batrafen,150 mg film - coated  tablets
Batrafen  Nail Lacquer,tabl. film ? 10 mg; ? 20  mg; ? 30 mg; ? 40 mg
Batrafen  Vaginal Cream,"0,05 mg/ dose powder and  solvent for suspension for injection"
Baxogar,powd.  inj. 10 doses amp. + solv. 1 ml amp. x 20 - 200 doses
Baymycard  RR,powd. inj. 20 doses amp.  + solv. 2 ml amp. x 20 - 400 doses
"BCG  Vaccine, Freeze-dried",gel ? 15 g
"BCG  Vaccine, Freeze-dried",susp. inh. pres. 100  mcg/dose - 200 doses
"BCG  Vaccine, Freeze-dried",susp. inh. pres. 250  mcg/dose - 200 doses
Bebogel,sol. inh. pres. 250  mcg/m x 200 doses
Beclazone  100 mcg Easi-Breathe,spray nas. 50 mcg/100 mg  - 200 doses
Beclazone  250 mcg,sol. inh. pres. x 200  doses
Becloforte,100 mg/5 ml oral  suspension
Beconase,"100 micrograms/actuation  nasal spray, suspension"
Becotide,tabl. gastro-res. x 30
Befron,herbal tea
Beklomil,instant tea
Bekunis  Herbal Tablets,"21+7 0,03 mg/2 mg  film-coated tablets"
Bekunis  Herbal Tea,10 mg/ml solution for  injection
Bekunis  Instant Tea,oral drops sol - 30 ml
Belara,tabl. coat. x 20
Belkyra,"0,1 mg/0,3 mg/20 mg  coated tablets"
Belladonna-Homaccord,15 000 IU powder for  solution for injection
Bellergamin,"3 mg/0,02 mg film -  coated tablets"
Bellergamin,oint - 35 g
Belomycine  Teva,cream - 35 g
Belusha,"500 mg/50 mg/38,75 mg tablets"
Ben  - Gay Pain Relieving Rub,"500 mg/50 mg/37,61 mg  powder for oral solution"
Ben  - Gay Sports Balm,"tabl. 10 mg/12,5 mg x  10; x 20; x 30"
Benalgin,"tabl. 20 mg/12,5 mg x  10; x 20; x 30"
Benalgin Rapid,tabl. film 20 mg/25 mg x  10; x 20; x 30
Benazepril  HCT ESP Pharma,10 mg/ml solution for  injection
Benazepril  HCT ESP Pharma,"2,5 mg/ml powder for  concetrate for solution for infusion"
Benazepril  HCT ESP Pharma,"2,5 mg/ml powder for  concetrate for solution fo infusion"
Bendafolin,"2,5 mg/ml powder for  concentrate for solution for infusion"
Bendamustine  Accord,"2,5 mg/ml powder for  concentrate for solution for infusion"
Bendamustine  Actavis,"2,5 mg/ ml powder for  concetrate for solution for infusion"
Bendamustine  Helm,"2,5 mg/ml powder for  concentrate for solution for infusion"
Bendamustine  Mylan,"40 mg / 90 mg / 0,25 mg  film-coated tablets"
Bendamustine  Sandoz,50 mg coated tablets
Bendinfus,"40 mg/90 mg/0,25 mg film  - coated tablets"
Beneurax,300 mg film - coated  tablets
Benfogamma,150 mg/100 mg/g ointment
Benfoneurovit,"500 mg/38,75 mg/50 mg  tabkets"
Benfotiamine Renantos,"500 mg/50 mg/37,61 mg  powder for oral solution"
Bengay,"2,5 mg/ml powder for  concentrate for solution for infusion"
Benlek,"112,5 mg/125,0 mg/80,0  mg coated tablets"
Benlek,"drops eye 0,4% - 5 ml;  10 ml"
Benmak,"4 mg/ml eye drops,  solution"
Benosen  Balance,"oral drops, solution"
Benoxi  Unimed Pharma,sol. inh. x 20 ml
Benoxi Unimed Pharma,1000 IU powder and  solvent for solution for injection or infusion
Berberis-Homaccord,500 IU powder and  solvent for solution for injection or infusion
Berdual,250 IU powder and  solvent for solution for injection or infusion
Beriate,2000 IU powder and  solvent for injection or infusion
Beriate,1500 IU powder and  solvent for solution for injection or infusion
Beriate,2000 IU powder and  solvent for solution for injection
Beriate,3000 IU powder and  solvent for solution for injection
Berinert  1500,500 IU powder and  solvent for solution for infusion
Berinert  2000,1000 IU powder and  solvent for solution for injection
Berinert  3000,500 IU powder and  solvent for solution for injection
Berinert  500,drops ear - 10 ml
Beriplex  P/N 1000,10 mg tablets
Beriplex  P/N 500,20 mg tablets
Berlicetin  Ohrentropfen,5 mg tablets
Berlipril,tabl. eff. x 10; x 15; x  20; x 30; x 45
Berlipril,"sol. inh. 0,5 mg/2 ml;  1,25/2 ml"
Berlipril,25 mg film - coated  tablets
Berocca  Orange,100 mg prolonged -  release tablets
Berotec  UDV,50 mg prolonged -  release tablets
Bestaren,20 mg film - coated  tablets
Betablockade,"0,5 mg/g + 1 mg/g cream"
Betablockade,"0,5 mg/g + 1 mg/g  ointment"
Betac,"0,5 mg/g + 30 mg/g  ointment"
Betaderm,oint. ? 20 g
Betaderm,200 mg pessaries
Betaderm  A,20 mg/g +1 mg/g cream
Betadine,tabl. 16 mg x 30; x 100
Betadine,tabl. 8 mg x 30; x 100
Betafuzin,16 mg tablets
Betagen,24 mg tablets
Betagen,8 mg tablets
Betahistine  Aurobindo,24  mg tablets
Betahistine  Aurobindo,tabl. 8 mg x 30; x 100
Betahistine  Aurobindo,"16 mg, 24 mg tablets"
Betahistine  Dihydrochloride Accord,500 mg/125 mg film - coated  tablets
Betahistine  Merck,875 mg/125 mg film - coated  tablets
Betahistine-Vitania,400 mg/57 mg/5 ml powder  for oral suspension
Betaklav,100 mg prolonged - release  tablets
Betaklav,50 mg prolonged - release  tablets
Betaklav,drops eyes ? 5 ml
Betaloc  ZOK,drops eyes ? 5 ml
Betaloc  ZOK,tabl. 5 mg
"Betamann  0,1%","10 mg/75 mg capsules, hard"
"Betamann  0,3%","5 mg/75 mg capsules,  hard"
Betanase,16 mg tablets
Betapres,24 mg tablets
Betapres,24 mg orodispersible tablets
Betaserc,8  mg tablets
Betaserc,16  mg tablets
Betaserc,24  mg tablets
Betastad,1 mg/g cream
Betastad,1 mg/g ointment
Betastad,1 mg/ml ointment
Betazon,1 mg/ml cream
Betazon,1 mg/g +1 mg/g cream
Betazongent,1 mg/g +1 mg/g ointment
Betazongent,"0,5 mg tablets"
BetazonGent,"0, 500 mg/g + 10 mg/g +  1 mg/g cream"
BetazonGent,"0,5 mg/g + 10 mg/g + 1  mg/g ointment"
Betazontab,"0,1% ointment"
BetazonTrio,"0,1% cream"
Betazontrio,"0,1%/3% cream"
Betnovate,"0,1%/3% ointment"
Betnovate,cream - 15 g
Betnovate  - C,oint - 15 g
Betnovate  - C,"0,25% eye drops,  suspension"
Betnovate  C,10 mg/160 mg film -  coated tablets
"Betnovate  C 0,1 %",5 mg/160 mg film -  coated tablets
Betoptic  S,100 mg/100 mg/1 mg - 2  ml solution for injection
Bevacomb,100 mg/ 200  mg/200 micrograms film - coated tablets
Bevacomb,10 mg film - coated tablets
Bevit  Forte,50 mg/50 mg/500  micrograms/ml solution for injection
Bevit Forte,5 mg film - coated  tablets
Bewim,150 mg modified -  release tablets
Bexon,1500 000 IU/ 250 mg film  - coated tablets
Bezaleria,emul. cut. - 50 g; 93 g;  186 g
Bi  - Profenid,"flim coated tabl. 12,25 mg"
Bi-  Rovamet,5 mg film - coated  tablets
Biafine,"1,25 mg film - coated  tablets"
Bibloc,10 mg film - coated  tablets
Bibloc,"2,5 mg film - coated  tablets"
Bibloc,"5 mg/12,5 mg film - coated  tablets"
Bibloc,50 mg film - coated  tablets
Bibloc,tabl. film 150 mg x 5; x  7; x 10; x 14; x 20; x 28; x 30; x 40; x 50; x 56; x 80; x 84; x 90; x 98; x  100; x 140; x 200; x 280
Bibloc  H,tabl. film 50 mg x 5; x  7; x 10; x 14; x 20; x 28; x 30; x 40; x 50; x 56; x 80; x 84; x 90; x 98; x  100; x 140; x 200; x 280
Bicacon,50 mg film - coated  tablets
Bicalan,50 mg film - coated  tablets
Bicalan,150 mg film - coated  tablets
Bicalodex,50 mg film - coated  tablets
Bicalutamide  Accord,150 mg film - coated  tablets
Bicalutamide  Actavis,50 mg film - coated  tablets
Bicalutamide  Actavis,mechanical bileaflet  heart valve
Bicalutamide  Kabi,50 mg film - coated  tablets
Bicalutamide Kabi,100 mg powder and  solvent for solution for infusion
Bicarbon,drops eye 2% - 10 ml
Bicatlon,150 mg film - coated tablets
BiCNU,50 mg film - coated  tablets
Bicromat,"20 mg capsules, hard"
Bicusan,5 mg film - coated  tablets
Bicusan,35 mg film - coated  tablets
Biflox,10 mg/g cream
Bifodron,cream 10 mg/g - 15 g; 20  g; 30 g
Bifodron,shamp. 10 mg/g - 60 g;  100 g; 150 g; 200 g
Bifonazol  ABR,10 mg/g cream
Bifonazol-SL,8 mg/5 mg hard capsules
Bifonazol-SL,16 mg/5 mg hard capsules
Bifunal,8 mg/10 mg hard capsules
Bilamcar,16 mg/10 mg hard  capsules
Bilamcar,"40 mg capsules, hard"
Bilamcar,"80 mg capsules, hard"
Bilamcar,"120 mg capsules, hard"
Bilobil,"0,1 mg/ml eye drops,  solution"
Bilobil  forte,"0,3 mg/ml + 5 mg/ml eye  drops, solution"
Bilobil  Intens,"0,1 mg/ml eye drops,  solution"
Bimagan,"0,3 mg/ml eye drops,  solution"
Bimasopt,"0,3 mg/ml + 5 mg/ml eye  drops, solution"
